Unnamed: 0,Latitude,Longitude,School Name,School Address,School Rating,zipcode
6820,30.373379999999997,-97.880765,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
6821,30.336211,-97.872198,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
6823,30.295142,-97.920767,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
6826,30.441314000000002,-97.683899,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
6828,30.121912,-97.737415,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
6829,30.064975,-97.71884399999999,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
6830,30.424858,-97.62238,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
6831,30.308288,-97.726896,Texas School For The Blind,"1100 West 45th Street, Austin, TX  78756",1,78756
6833,30.362577,-97.855799,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
6834,30.499289,-97.893761,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
6835,30.17908,-97.812096,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
6837,30.227306,-97.521951,Del Valle High School,"5201 Ross Road, Travis County, TX  78617",3,78617
6838,30.353439,-97.610208,Manor New Technology High School,"10323 U.S. 290, Manor, TX  78653",7,78653
6839,30.370929999999998,-97.733099,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
6841,30.374988000000002,-97.819253,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
6842,30.226688,-97.725709,Travis High School,"1211 East Oltorf Street, Austin, TX  78704",3,78704
6844,30.221078000000002,-97.97139200000001,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6845,30.406418,-97.69452199999999,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
6846,30.282837,-97.784688,Austin High School,"1715 West Cesar Chavez Street, Austin, TX  78703",7,78703
6848,30.235771999999997,-97.886873,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6849,30.371741999999998,-97.770702,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
6850,30.128669,-97.735889,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
6851,30.170152,-97.873738,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6852,30.187326000000002,-97.77871,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
6853,30.451769,-97.622505,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
6855,30.297103000000003,-97.780169,Austin High School,"1715 West Cesar Chavez Street, Austin, TX  78703",7,78703
6857,30.062344,-97.703827,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
6858,30.298066,-97.76475699999999,Austin High School,"1715 West Cesar Chavez Street, Austin, TX  78703",7,78703
6859,30.442896,-97.662592,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
6860,30.507537,-97.739925,Round Rock High School,"201 Deep Wood Drive, Round Rock, TX  78681",8,78681
6863,30.21697,-97.79394599999999,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
6864,30.367703000000002,-97.699063,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
6865,30.433131,-97.782827,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
6866,30.442875,-97.659359,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
6867,30.476288,-97.575459,Hendrickson High School,"19201 Colorado Sand Drive, Pflugerville, TX  78660",7,78660
6868,30.184262,-97.90193599999999,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6869,30.43395,-97.7857,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
6870,30.141211,-97.78001,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
6871,30.238234999999996,-97.580433,Del Valle High School,"5201 Ross Road, Travis County, TX  78617",3,78617
6872,30.186902000000003,-97.77884,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
6874,30.488296999999996,-97.844179,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
6876,30.454043,-97.796273,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
6877,30.50872,-97.891408,Leander High School,"3301 South Bagdad Road, Leander, TX  78641",7,78641
6878,30.207686,-97.876359,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6879,30.206828,-97.633101,Del Valle High School,"5201 Ross Road, Travis County, TX  78617",3,78617
6880,30.506023,-97.634807,Cedar Ridge High School,"2801 Gattis School Road, Round Rock, TX  78664",6,78664
6883,30.50589,-97.886988,Leander High School,"3301 South Bagdad Road, Leander, TX  78641",7,78641
6885,30.381096999999997,-97.85394699999999,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
6886,30.337386,-97.708787,Mccallum High School,"5600 Sunshine Drive, Austin, TX  78756",7,78756
6887,30.202336,-97.843126,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6888,30.286659000000004,-98.02809599999999,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
6889,30.491319,-97.840468,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
6890,30.160161,-97.498437,Cedar Creek High School,"793 Union Chapel Road, Cedar Creek, TX  78612",4,78612
6891,30.185384999999997,-97.775936,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
6893,30.389823,-97.70081,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
6894,30.523881,-97.758907,Vista Ridge High School,"200 South Vista Ridge Boulevard, Cedar Park, TX  78613",8,78613
6895,30.2019,-97.83351,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6896,30.130706,-97.780047,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
6897,30.302059999999997,-97.67290600000001,Lbj High School,"7309 Lazy Creek Drive, Austin, TX  78724",2,78724
6898,30.305974,-97.924322,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
6899,30.237705,-97.927002,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6900,30.478949,-97.566874,Hendrickson High School,"19201 Colorado Sand Drive, Pflugerville, TX  78660",7,78660
6901,30.439356,-97.805774,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
6902,30.21845,-97.778044,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
6903,30.235725,-97.584401,Del Valle High School,"5201 Ross Road, Travis County, TX  78617",3,78617
6906,30.369968,-97.686233,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
6907,30.221128000000004,-97.928844,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6908,30.374986,-97.709441,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
6909,30.362556,-97.836118,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
6913,30.065061,-97.736528,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
6914,30.515488,-97.852471,Leander High School,"3301 South Bagdad Road, Leander, TX  78641",7,78641
6915,30.203409999999998,-97.783242,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
6916,30.382169,-97.791126,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
6917,30.243526,-97.907628,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6918,30.321942,-97.716803,Mccallum High School,"5600 Sunshine Drive, Austin, TX  78756",7,78756
6919,30.4281,-97.7348,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7,78729
6922,30.469934000000002,-97.827073,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
6923,30.428724,-97.716787,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7,78729
6926,30.198209000000002,-97.80049100000001,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
6929,30.419607,-97.782376,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
6930,30.471951,-97.626402,Cedar Ridge High School,"2801 Gattis School Road, Round Rock, TX  78664",6,78664
6933,30.361058,-97.99961,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
6934,30.361132,-97.70254399999999,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
6936,30.461252,-97.80455400000001,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
6937,30.504571999999996,-97.745914,Vista Ridge High School,"200 South Vista Ridge Boulevard, Cedar Park, TX  78613",8,78613
6938,30.131804,-97.828948,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
6939,30.507934000000002,-97.737031,Round Rock High School,"201 Deep Wood Drive, Round Rock, TX  78681",8,78681
6942,30.549874,-97.75232199999999,Vista Ridge High School,"200 South Vista Ridge Boulevard, Cedar Park, TX  78613",8,78613
6944,30.092814,-97.53065600000001,Cedar Creek High School,"793 Union Chapel Road, Cedar Creek, TX  78612",4,78612
6945,30.466334000000003,-97.935335,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
6947,30.383725,-97.754663,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
6949,30.463915000000004,-97.800141,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
6951,30.403567,-97.46480600000001,Elgin High School,"14000 County Line Road, Elgin, TX  78621",4,78621
6952,30.390071999999996,-97.760201,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
6955,30.241409,-97.899165,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6956,30.420347999999997,-97.737158,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7,78729
6959,30.433595,-97.636852,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
6960,30.200677000000002,-97.692219,Travis High School,"1211 East Oltorf Street, Austin, TX  78704",3,78704
6961,30.236577,-97.88691,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6964,30.42613,-97.610685,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
6966,30.173681,-97.954425,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6968,30.296716999999997,-97.781349,Austin High School,"1715 West Cesar Chavez Street, Austin, TX  78703",7,78703
6971,30.437828000000003,-97.68437,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
6972,30.298209000000003,-97.77685699999999,Austin High School,"1715 West Cesar Chavez Street, Austin, TX  78703",7,78703
6973,30.176184999999997,-97.843691,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6974,30.213572999999997,-97.78863199999999,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
6975,30.136237,-97.714938,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
6977,30.433783000000002,-97.706126,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7,78729
6980,30.204691999999998,-97.850095,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6981,30.472995,-97.63990799999999,Cedar Ridge High School,"2801 Gattis School Road, Round Rock, TX  78664",6,78664
6982,30.414995,-97.740027,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7,78729
6983,30.405928000000003,-97.740086,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
6985,30.3439,-98.0053,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
6987,30.370656,-97.86348100000001,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
6990,30.531637,-97.67744,Stony Point High School,"1801 Tiger Trail, Round Rock, TX  78664",6,78664
6991,30.48072,-97.576894,Hendrickson High School,"19201 Colorado Sand Drive, Pflugerville, TX  78660",7,78660
6993,30.399712,-97.774635,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
6994,29.995365999999997,-97.807156,Lehman High School,"1700 Lehman Road, Kyle, TX  78640",4,78640
6996,30.238286,-97.903014,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
6997,30.030203999999998,-97.78013,Lehman High School,"1700 Lehman Road, Kyle, TX  78640",4,78640
6999,30.366497,-97.862971,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7002,30.365211,-97.78179200000001,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
7004,30.4145,-97.6443,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
7005,30.205896999999997,-97.793162,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7006,30.428045,-97.618248,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7009,30.312272999999998,-97.68163100000001,Reagan High School,"7104 Berkman Drive, Austin, TX  78752",3,78752
7010,30.472585,-97.63649000000001,Cedar Ridge High School,"2801 Gattis School Road, Round Rock, TX  78664",6,78664
7011,30.214401000000002,-97.842566,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7012,30.188147999999998,-97.557621,Del Valle High School,"5201 Ross Road, Travis County, TX  78617",3,78617
7013,30.198273999999998,-97.83221800000001,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7014,30.190469,-97.932278,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7018,30.130409000000004,-97.74249300000001,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7019,30.284212,-97.93654599999999,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7020,30.43641,-97.821562,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7022,30.181506,-97.753312,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7024,30.181658000000002,-97.835991,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7025,30.221031,-97.87501999999999,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7026,30.038431,-97.89399,Jack C Hays High School,"4800 Jack C Hays Trail, Buda, TX  78610",5,78610
7027,30.173365000000004,-97.745642,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7029,30.462673,-97.77304000000001,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7030,30.406121000000002,-97.67908100000001,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
7031,30.392446000000003,-97.805512,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7033,30.456397999999997,-97.62719,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7034,30.226895000000003,-97.865672,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7035,30.034443,-97.705252,Lehman High School,"1700 Lehman Road, Kyle, TX  78640",4,78640
7036,30.42209,-97.76061999999999,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7,78729
7040,30.151819,-97.744763,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7041,30.220496,-97.78423199999999,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7043,30.449811999999998,-97.84371800000001,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7044,30.400664000000003,-97.76965899999999,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
7045,30.201219000000002,-97.553291,Del Valle High School,"5201 Ross Road, Travis County, TX  78617",3,78617
7046,30.168246000000003,-97.852488,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7047,30.373959000000003,-97.561978,Manor High School,"12700 Gregg Manor Road, Manor, TX  78653",2,78653
7048,30.248094000000002,-97.748623,Texas School For The Deaf,"1102 South Congress Avenue, Austin, TX  78704",1,78704
7049,30.435097,-97.631203,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7050,30.207395,-97.851182,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7051,30.489417,-97.843028,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7052,30.203649,-97.931003,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7053,30.184055999999998,-97.893095,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7056,30.360259999999997,-97.85186999999999,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7057,30.428648,-97.660177,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
7058,30.480321000000004,-97.899316,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7059,30.414494,-97.685812,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
7060,30.188802000000003,-97.561021,Del Valle High School,"5201 Ross Road, Travis County, TX  78617",3,78617
7063,30.367058,-97.73436600000001,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
7065,30.526578999999998,-97.612364,Stony Point High School,"1801 Tiger Trail, Round Rock, TX  78664",6,78664
7066,30.249218,-97.823918,Westlake High School,"4100 Westbank Drive, Austin, TX  78746",9,78746
7069,30.412861,-97.636133,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7070,30.465916999999997,-97.834424,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7073,30.369584999999997,-97.670901,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
7074,30.478328,-97.578845,Hendrickson High School,"19201 Colorado Sand Drive, Pflugerville, TX  78660",7,78660
7075,30.310498,-97.670523,Lbj High School,"7309 Lazy Creek Drive, Austin, TX  78724",2,78724
7076,30.19714,-97.75657700000001,Travis High School,"1211 East Oltorf Street, Austin, TX  78704",3,78704
7077,30.411824,-97.742777,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
7078,30.190613,-97.932987,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7079,30.150163,-97.857566,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7080,30.483858,-97.85690799999999,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7082,30.200972999999998,-97.9222,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7083,30.171090999999997,-97.759537,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7084,30.510046000000003,-97.754202,Vista Ridge High School,"200 South Vista Ridge Boulevard, Cedar Park, TX  78613",8,78613
7085,30.508266,-97.732647,Round Rock High School,"201 Deep Wood Drive, Round Rock, TX  78681",8,78681
7086,30.499102,-97.912577,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7087,30.253452000000003,-97.834108,Westlake High School,"4100 Westbank Drive, Austin, TX  78746",9,78746
7088,30.354304,-97.986204,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7089,30.451751,-97.64963399999999,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7090,30.210009000000003,-97.779321,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7091,30.430246,-97.773271,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7094,30.398478000000004,-97.64961600000001,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
7095,30.371971000000002,-97.74619399999999,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
7096,30.120663,-97.81306500000001,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7098,30.318424,-97.967672,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7099,30.452659999999998,-97.79301,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7100,30.308103000000003,-97.75621899999999,Texas School For The Blind,"1100 West 45th Street, Austin, TX  78756",1,78756
7103,30.28264,-97.769191,Austin High School,"1715 West Cesar Chavez Street, Austin, TX  78703",7,78703
7105,30.203609999999998,-97.801113,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7110,30.452626000000002,-97.856792,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7111,30.502669,-97.57428900000001,Hutto High School,"101 Farm to Market 685, Hutto, TX  78634",6,78634
7112,30.426958000000003,-97.806247,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7113,30.336137,-97.645569,Lbj High School,"7309 Lazy Creek Drive, Austin, TX  78724",2,78724
7114,30.216599,-97.481438,Cedar Creek High School,"793 Union Chapel Road, Cedar Creek, TX  78612",4,78612
7115,30.196134000000004,-97.920606,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7117,30.322669,-97.99515799999999,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7118,30.379216999999997,-97.752673,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
7119,30.221794,-97.847789,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7120,30.511998,-97.900263,Leander High School,"3301 South Bagdad Road, Leander, TX  78641",7,78641
7122,30.119363,-97.725753,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7123,30.509055,-97.887321,Leander High School,"3301 South Bagdad Road, Leander, TX  78641",7,78641
7124,30.500738000000002,-97.909837,Leander High School,"3301 South Bagdad Road, Leander, TX  78641",7,78641
7125,30.428093,-97.619977,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7126,30.4113,-97.736734,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7,78729
7128,30.156187,-97.865792,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7129,30.434365999999997,-97.657448,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
7132,30.223416999999998,-97.9098,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7133,30.299659000000002,-97.776465,Austin High School,"1715 West Cesar Chavez Street, Austin, TX  78703",7,78703
7134,30.353710999999997,-97.859273,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7137,30.215590999999996,-97.868551,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7138,30.170251,-97.812457,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7140,30.532646000000003,-97.856167,Leander High School,"3301 South Bagdad Road, Leander, TX  78641",7,78641
7142,30.156627,-97.80348000000001,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7144,30.181789000000002,-97.861869,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7145,30.197615000000003,-97.75354499999999,Travis High School,"1211 East Oltorf Street, Austin, TX  78704",3,78704
7146,30.172476,-97.482062,Cedar Creek High School,"793 Union Chapel Road, Cedar Creek, TX  78612",4,78612
7148,30.378238,-97.82296,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7149,30.376110999999998,-97.668403,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
7151,30.444946999999996,-97.819924,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7153,30.372266999999997,-97.717638,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
7154,30.442967,-97.612207,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7155,30.443960999999998,-97.818569,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7156,30.23755,-97.99647900000001,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7158,30.523481,-97.713334,Round Rock High School,"201 Deep Wood Drive, Round Rock, TX  78681",8,78681
7160,30.391543,-97.882402,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7161,30.186875,-97.895256,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7163,30.056488,-97.71546,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7165,30.066603000000004,-97.7289,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7166,30.210162,-97.815866,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7167,30.466490999999998,-97.635463,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7168,30.484809000000002,-97.74253,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7,78729
7170,30.178219,-97.919536,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7171,30.465690999999996,-97.639985,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7172,30.364544,-97.766391,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
7174,30.34657,-97.726691,Mccallum High School,"5600 Sunshine Drive, Austin, TX  78756",7,78756
7175,30.389353000000003,-97.80445300000001,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7176,30.175767999999998,-97.84930200000001,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7180,30.474448,-97.537348,Hendrickson High School,"19201 Colorado Sand Drive, Pflugerville, TX  78660",7,78660
7182,30.303493,-97.64479,Lbj High School,"7309 Lazy Creek Drive, Austin, TX  78724",2,78724
7184,30.379790999999997,-97.517198,Manor High School,"12700 Gregg Manor Road, Manor, TX  78653",2,78653
7185,30.214778000000003,-97.522097,Del Valle High School,"5201 Ross Road, Travis County, TX  78617",3,78617
7186,30.244784999999997,-97.891749,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7188,30.442079,-97.621438,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7189,30.373784999999998,-97.748065,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
7191,30.255481,-97.75712800000001,Texas School For The Deaf,"1102 South Congress Avenue, Austin, TX  78704",1,78704
7192,30.432858000000003,-97.663041,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
7194,30.432208000000003,-97.718769,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7,78729
7195,30.524177,-97.731709,Round Rock High School,"201 Deep Wood Drive, Round Rock, TX  78681",8,78681
7196,30.256535999999997,-97.780174,Austin High School,"1715 West Cesar Chavez Street, Austin, TX  78703",7,78703
7198,30.197396,-97.832736,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7199,30.211006,-97.888248,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7200,30.361486,-97.54950500000001,Manor High School,"12700 Gregg Manor Road, Manor, TX  78653",2,78653
7201,30.179235,-97.920002,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7202,30.217119,-97.92732,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7204,30.420301000000002,-97.65823,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
7205,30.194915,-97.743403,Travis High School,"1211 East Oltorf Street, Austin, TX  78704",3,78704
7206,30.154506,-97.831746,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7207,30.104917999999998,-97.51367900000001,Cedar Creek High School,"793 Union Chapel Road, Cedar Creek, TX  78612",4,78612
7212,30.155867999999998,-97.813348,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7213,30.223365,-97.849036,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7216,30.527105,-97.680458,Stony Point High School,"1801 Tiger Trail, Round Rock, TX  78664",6,78664
